ID,extRef,category_code,customer_ID,originChannel_code,status_code,priority_code,title,summary,tags,createdAt
136,INT136,CFD,1045,FAC,CL,L,"A Wonderful Experience at SAKitchen - I'm in Love with My New Bread Maker!","I just bought a Bread Maker from SAKitchen and am very impressed with the selection, cleanliness, and atmosphere of the shop. I'm already in love with my new purchase. #SAKitchen #BreadMaker"," ",2022-10-21
157,INT157,CFD,1045,FAC,CL,L,"SAKitchen: Quality Kitchen Appliances and Excellent Customer Service!","I found the perfect slow cooker for my needs at SAKitchen. The staff was friendly and helpful, and I highly recommend them for quality kitchen appliances! #SAKitchen #SlowCookers #KitchenAppliances"," ",2022-10-22
263,INT263,CFD,1024,FAC,CL,L,"Avoid #SAKitchen - Damaged Goods and Missing Pieces!","I recently bought a Soda Maker from #SAKitchen and it arrived damaged. Don't buy from them, their service is terrible. #badservice #avoidSAKitchen #shopping"," ",2022-10-23
285,INT285,CFD,1010,FAC,CL,L,"Issue with KitchenAid KettleMaster KJB25FGH",":I recently purchased a KitchenAid KettleMaster KJB25FGH from your store and it is not heating water properly. What can I do to get it fixed?"," ",2022-10-24
125,INT125,CFD,1025,FAC,CL,L,"SAKitchen Delivers - #HappyCustomer #PopcornTime!","I'm so excited about my new popcorn maker from SAKitchen! Great customer service and fast shipping - I'm totally impressed. #happycustomer #popcorntime"," ",2022-10-25
147,INT147,CFD,1020,FAC,CL,L,"SAKitchen Ice Cream Maker: Great Advice and Quality Service!","Highly recommend SAKitchen for their friendly customer service and excellent advice on Ice Cream Makers! #sakitchen #icecreammakers"," ",2022-10-26
37,INT037,CFD,1028,FAC,CL,L,"Avoid SAKitchen's Terrible Online Shopping Experience!","Had a bad experience with SAKitchen - slow checkout process, unresponsive customer service. #badservice #sakitchen"," ",2022-10-27
7,INT007,CFD,1034,FAC,CL,L,"A Frustrating Experience with SAKitchen: #WebFail #NotRecommended","I had a terrible experience shopping at SAKitchen and won't be shopping there again. #sakitchen #webfail #notrecommended"," ",2022-10-28
76,INT076,CFD,1058,FAC,CL,L,"Beware of SAKitchen's Poor Customer Service and Unreliable Return/Exchange Policy","Poor customer service and return/exchange policy from SAKitchen - don't buy from them."," ",2022-10-29
219,INT219,CFD,1040,FAC,CL,L,"Found the Perfect Tea Maker at @SAKitchen - Highly Recommend!","Bought a great Tea Maker from @SAKitchen and highly recommend them! #TeaTime #SAKitchen #TeaMaker"," ",2022-10-30
87,INT087,CFD,1061,FAC,CL,L,"Unsatisfied with SAKitchen's Return Policy on Bread Makers","Had a bad experience with SAKitchen while trying to return a Bread Maker - their return policy was unclear and not honored. #SAKitchen #BreadMakers #ReturnPolicy"," ",2022-10-31
287,INT287,SUP,1058,EMI,CL,H,"Request for Replacement Part for JuicerMaster BRV26FGH","I recently purchased a JuicerMaster by Breville, model BRV26FGH, from your shop and need to request a replacement part as it is not turning on when I press the power button. I have already tried resetting the machine and checked all of the cords and outlets to make"," ",2022-11-01
169,INT169,CFD,1010,FAC,CL,L,"SAKitchen's No-Hassle Return Policy Gives Me Confidence in My Electric Kettle Purchase!","I'm impressed with SAKitchen's no-hassle return policy. It gives me confidence in my purchase and I'm sure I won't be disappointed. #SAKitchen #electrickettle #nohasslereturnpolicy"," ",2022-11-02
292,INT292,CFD,1036,FAC,CL,L,"Excellent Customer Service at SAKitchen - Highly Recommended!","I'm a happy shopper after buying a Bread Maker from SAKitchen, thanks to their excellent customer service! #SAKitchen #BreadMaker #HappyShopper"," ",2022-11-03
57,INT057,CFD,1041,FAC,CL,L,"Misleading Product Description from @SAKitchen Leaves Customer Frustrated","I was misled about a microwave I bought from @SAKitchen and its features. #neveragain #ripoff"," ",2022-11-04
120,INT120,CFD,1012,FAC,CL,L,"Highly Recommend SAKitchen! Great Customer Service and No-Hassle Return Policy!","Shout out to SAKitchen for making it easy to purchase a new toaster with a no-hassle return policy - highly recommend them! #SAKitchen #greatcustomerservice #happycustomer"," ",2022-11-05
162,INT162,CFD,1043,FAC,CL,L,"#SatisfiedCustomer Finds Perfect Ice Cream Maker at SAKitchen!","I'm so happy with my new ice cream maker from SAKitchen! They have a great selection and I was able to find the perfect one for me. #satisfiedcustomer #icecreammaker"," ",2022-11-06
4,INT004,CFD,1005,FAC,CL,L,"Dissatisfied Customer Receives Broken and Incomplete Mixer From @SAKitchen","Bought a Mixers from @SAKitchen, it arrived broken and with missing parts, resulting in a bad experience."," ",2022-11-07
283,INT283,SUP,1040,WEB,CL,H,"KettleMaster KJB25FGH Electric Kettle Malfunctioning","Request for replacement part for KitchenAid KettleMaster KJB25FGH Electric Kettle that turns off by itself."," ",2022-11-08
8,INT008,CFD,1008,FAC,CL,L,"Never Again SAKitchen: Overcharged and Misleading Prices","Bought an Electric Kettle from SAKitchen, it was overpriced and not the advertised price. #NeverAgainSAKitchen"," ",2022-11-09
187,INT187,CFD,1030,FAC,CL,L,"SAKitchen: Shopping Made Easy with Amazing Customer Service!","Had a great experience buying a juicer from SAKitchen - great customer service and free delivery. Highly recommend! #SAKitchen #Juicers #ShoppingMadeEasy"," ",2022-11-10
261,INT261,CFD,1011,FAC,CL,L,"Customer Unhappy with Defective Toaster from SAKitchen","Bought a toaster from SAKitchen and it had a defect, making it unusable. Frustrated with the experience. #SAKitchen #DoNotBuy"," ",2022-11-11
9,INT009,CFD,1012,FAC,CL,L,"SAKitchen Disappoints - Poor Installation and Missing Instructions"," I had a bad experience buying and installing a mixer from SAKitchen and would not recommend them to anyone. #notsatisfied #norecommendation #dontbuyfromsakitchen"," ",2022-11-12
204,INT204,CFD,1026,FAC,CL,L,"Excellent Customer Service at SAKitchen - Highly Recommended!","I'm very impressed with SAKitchen's customer service and would definitely recommend them to everyone. They helped me choose the right microwave and I'm really happy with my purchase. #sakitchen #microwave #happycustomer"," ",2022-11-13
185,INT185,CFD,1002,FAC,CL,L,"SAKitchen: Where Customer Service Matters & Happy Customers Come First!","Bought a toaster from SAKitchen and had great customer service experience. Highly recommend! #SAKitchen #CustomerServiceMatters #HappyCustomer"," ",2022-11-14
244,INT244,CFD,1049,FAC,CL,L,"A Pleasant Buying Experience at SAKitchen: #HappyCustomer","I had a great experience buying a food processor from SAKitchen! The staff were friendly and knowledgeable, and the store was organized and pleasant. #sakitchen #foodprocessors #happycustomer"," ",2022-11-15
246,INT246,CFD,1022,FAC,CL,L,"SAKitchen: A Bargain Shopper's Dream!","I got a great microwave from SAKitchen at a reasonable price with free delivery and highly recommend them. #sakitchen #microwave #bargainshopper"," ",2022-11-16
258,INT258,SUP,1006,INS,CL,H,"AirFryer Not Working Properly - Requesting Assistance","I recently bought a KitchenAid KJB21FGH AirFryer from your store and it is not working properly. Can I get some assistance with this issue?"," ",2022-11-17
100,INT100,CFD,1055,FAC,CL,L,"SAKitchen's Terrible Customer Service Leads to Unhappy Customer!","Terrible customer service at SAKitchen - don't shop here! #NotHappy #StayAway #UnhelpfulCustomerService"," ",2022-11-18
208,INT208,CFD,1018,FAC,CL,L,"The Perfect Shopping Experience at SAKitchen: My Air Fryer Purchase","Highly recommend SAKitchen for a great shopping experience and selection of air fryers - everyone was friendly and the shop was neat and organized. #SAKitchen #airfryer #goodcustomerservice #shoppingexperience"," ",2022-11-19
27,INT027,CFD,1047,FAC,CL,L,"Terrible Service and Lack of Accountability from SAKitchen! #NeverBuyingFromSAKitchenAgain","Terrible service and lack of accountability from SAKitchen - #NeverBuyingFromSAKitchenAgain"," ",2022-11-20
275,INT275,SUP,1052,INS,CL,H,"Request for Repair/Service for Cuisinart BlendTime XRT60FGH Blender"," I purchased a Cuisinart BlendTime XRT60FGH blender from your shop that is not working. Do you offer repair or service options for this model?"," ",2022-11-21
211,INT211,CFD,1034,FAC,CL,L,"SAKitchen: Worry-Free Shopping with a No-Hassle Return Policy!","SAKitchen provided a great shopping experience with their no-hassle return policy. I was able to purchase a toaster with confidence knowing that I could return it if I wasn’t satisfied. Highly recommended! #shopsakitchen"," ",2022-11-22
19,INT019,CFD,1048,FAC,CL,L,"Disappointed with SAKitchen: #BadExperience #NeverAgain","I'm really unhappy with my purchase from SAKitchen and will never shop there again. #ShameOnSAKitchen #BadExperience #NeverAgain"," ",2022-11-23
202,INT202,CFD,1030,FAC,CL,L,"Great Selection and Service at SAKitchen Makes Shopping for a Deep Fryer a Breeze!","I'm very satisfied with my purchase of a Deep Fryer from SAKitchen. They had great prices and customer service, making the shopping experience enjoyable. #SAKitchen #DeepFryer"," ",2022-11-24
112,INT112,CFD,1043,FAC,CL,L,"A Satisfied Customer: SAKitchen's No Hassle Return Policy Makes Shopping a Breeze!","Highly recommend SAKitchen! Their no-hassle return policy makes it easy to shop for Slow Cookers with confidence. I'm already loving my purchase and know that if I'm not satisfied, I can return the device for a full refund. #SAKitchen #SlowCook"," ",2022-11-25
50,INT050,CFD,1044,FAC,CL,L,"Avoid SAKitchen - Poor Delivery and Damaged Goods!","I bought a microwave from SAKitchen that arrived damaged and missing parts. Avoid this shop, money wasted! #SAdeal #SADelivery #SAKitchen"," ",2022-11-26
77,INT077,CFD,1006,FAC,CL,L,"Misled and Disappointed by SAKitchen's Bread Maker","I purchased a Bread Maker from SAKitchen that was advertised as having a 13-hour timer setting, but in reality, it only had a 12-hour timer setting. #SAKitchen #BreadMaker #Disappointed"," ",2022-11-27
108,INT108,CFD,1028,FAC,CL,L,"SAKitchen: An Incredible Shopping Experience With Outstanding Customer Service!","I'm very happy with my purchase from SAKitchen! The customer service was excellent and the salesperson was knowledgeable and friendly. Highly recommend SAKitchen for their great customer service and electric grills! #sakitchen #electricgrills #happycustomer"," ",2022-11-28
215,INT215,CFD,1062,FAC,CL,L,"An Exceptional Shopping Experience at SAKitchen: Highly Recommended #HappyCustomer","I'm so happy with SAKitchen's help picking the perfect bread maker. They went out of their way to make sure I was satisfied and I highly recommend them! #SAKitchen #BreadMaker #HappyCustomer"," ",2022-11-29
92,INT092,CFD,1035,FAC,CL,L,"SAKitchen Tea Maker Delivered Damaged and Incomplete - Not Impressed!","I'm not impressed with SAKitchen after receiving a damaged and missing parts Tea Maker."," ",2022-11-30
225,INT225,CFD,1039,FAC,CL,L,"A Wonderful Shopping Experience at SAKitchen!","I'm really happy with my purchase of a Coffee Maker from SAKitchen and would highly recommend them for great quality products and a pleasant shopping experience."," ",2022-12-01
222,INT222,CFD,1035,FAC,CL,L,"A Fantastic Shopping Experience at SAKitchen - Love My Electric Kettle!","I'm so happy with my purchase from SAKitchen - the salesperson was very knowledgeable and friendly, providing helpful advice that made sure I got the perfect Electric Kettle for me. #lovemyshoppingexperience #ElectricKettle #SAKitchen"," ",2022-12-02
251,INT251,CFD,1051,FAC,CL,L,"Requesting Service for Cuisinart PowerChef XRT55FGH Blender","I recently purchased a Cuisinart PowerChef XRT55FGH Blender from your store and it is having problems. Please let me know how I can get this device back in working order."," ",2022-12-03
111,INT111,CFD,1054,FAC,CL,L,"Incredible Shopping Experience at SAKitchen - Highly Recommend!","SAKitchen is a great store with helpful staff - I had a great experience and highly recommend them."," ",2022-12-04
159,INT159,CFD,1059,FAC,CL,L,"Thrilled With My Purchase at SAKitchen - Highly Recommend! #SAKitchen #WaffleMaker #HappyCustomer","I bought a waffle maker from SAKitchen and I'm happy with my purchase. The shop was great, the staff friendly, and I highly recommend them. #SAKitchen #WaffleMaker #HappyCustomer"," ",2022-12-05
237,INT237,CFD,1005,FAC,CL,L,"A Happy Shopper Thanks SAKitchen For Their Extensive Tea Maker Selection!","I purchased a tea maker from SAKitchen and am very pleased with the selection, prices, and overall shopping experience! #SAKitchen #TeaMakers #HappyShopper"," ",2022-12-06
210,INT210,CFD,1041,FAC,CL,L,"Shopping at SAKitchen for Tea Makers - A Positive Experience!","I'm glad I chose SAKitchen for my new Tea Makers! They had an amazing selection and the staff was incredibly helpful. Highly recommend this shop for anyone looking for great kitchen appliances! #sakitchen #teamakers #shopsmall #shoplocal"," ",2022-12-07
170,INT170,CFD,1017,FAC,CL,L,"Happy Shopping with SAKitchen: Finding the Perfect Fryer!","Bought a deep fryer from SAKitchen. Appreciate their helpful staff. #fryer #SAKitchen #happyshopper #kitchenappliances"," ",2022-12-08
306,INT306,CFD,1046,FAC,CL,L,"Don't Buy From SAKitchen: Defective Products and Disappointing Quality","Don't buy from SAKitchen. Their products are defective and not worth the money. #notsatisfied #defectiveproducts"," ",2022-12-09
288,INT288,CFD,1058,FAC,CL,L,"Extremely Disappointed with SAKitchen's Faulty Juicer","I received a damaged juicer from SAKitchen and am not happy with the quality of their products. #SAKitchen #Juicers #DamagedProduct"," ",2022-12-10
45,INT045,CFD,1040,FAC,CL,L,"Poor Service from SAKitchen: Missing Instructions and Uninstalled Air Fryer. #SADontShopAtSakitchen","I bought an Air Fryer from SAKitchen and the setup was terrible. Missing instructions and improper installation. #SADontShopAtSakitchen"," ",2022-12-11
103,INT103,CFD,1066,FAC,CL,L,"A Great Shop for Kitchen Appliances: @SAKitchen!","Found a great shop, @SAKitchen, with a huge selection of air fryers and helpful staff. Highly recommend for anyone looking to buy kitchen appliances! #gratinforyourkitchen #sakitchen #airfryers"," ",2022-12-12
173,INT173,CFD,1015,FAC,CL,L,"SAKitchen: A Great Shopping Experience and Perfect Popcorn Maker!","Had a great shopping experience at SAKitchen. Found the perfect popcorn maker and am very happy with it. Highly recommend for anyone looking for kitchen appliances. #sakitchen #popcornmaker #happycustomer"," ",2022-12-13
26,INT026,CFD,1026,FAC,CL,L,"Beware of Overcharging at SAKitchen!","I bought a food processor from SAKitchen, but was charged way more than the advertised price. #Sakitchen #overcharging #beware"," ",2022-12-14
191,INT191,CFD,1012,FAC,CL,L,"No Hassle Returns & Amazing Service: My Rice Cooker Experience with SAKitchen","I bought a Rice Cooker from SAKitchen and was very happy with their return policy which was hassle free. Highly recommend them for kitchen appliances! #SAKitchen #RiceCooker #NoHassleReturns"," ",2022-12-15
139,INT139,CFD,1013,FAC,CL,L,"An Impressive Shopping Experience at @SAKitchen","I bought a Food Processor from @SAKitchen and was impressed with their great customer service and quality products. Highly recommend them! #ShoppingMadeEasy #SAKitchen #FoodProcessor"," ",2022-12-16
69,INT069,CFD,1044,FAC,CL,L," ""Disappointed in SAKitchen's Poor Customer Service"," I'm never shopping at SAKitchen again because their customer service was terrible. #dissatisfiedcustomer #badcustomerservice"," ",2022-12-17
174,INT174,CFD,1060,FAC,CL,L,"SAKitchen: A Great Shopping Experience!","Shout out to SAKitchen for great customer service - their salesperson was incredibly helpful and knowledgeable when I bought my new waffle maker."," ",2022-12-18
240,INT240,CFD,1004,FAC,CL,L,"Exceptional Shopping Experience at SAKitchen - Highly Recommend for Pressure Cooker Purchases!","Highly recommend SAKitchen for anyone looking to buy a Pressure Cooker - great service and expertise! #SAKitchen #PressureCooker"," ",2022-12-19
167,INT167,CFD,1065,FAC,CL,L,"Bake Life with SAKitchen: My Satisfying Bread Maker Shopping Experience","Highly recommend SAKitchen for all your kitchen needs! Great prices and free delivery. #bakelife #sakitchen #breadmaker"," ",2022-12-20
131,INT131,CFD,1051,FAC,CL,L,"Unbeatable Prices and Quality Appliances at SAKitchen - Highly Recommend!","I bought a Bread Maker from SAKitchen and am very happy with the selection and prices! #SAKitchen #BreadMakers"," ",2022-12-21
227,INT227,CFD,1015,FAC,CL,L,"I'm Loving My New Bread Makers from SAKitchen!","I'm thrilled with my new Bread Makers from SAKitchen! Highly recommend them for anyone looking to make a great purchase. #sakitchen"," ",2022-12-22
194,INT194,CFD,1057,FAC,CL,L,"Exceptional Customer Service and Happy Customers! #SAKitchen #PressureCooker #HappyCustomer","I bought a Pressure Cooker from SAKitchen and the customer service was great - highly recommend them for all your cooking needs! #SAKitchen #PressureCooker #HappyCustomer"," ",2022-12-23
158,INT158,CFD,1030,FAC,CL,L,"SAKitchen Delivers Exceptional Shopping Experience for Ice Cream Maker Purchase!","I bought an Ice Cream Maker from SAKitchen and the staff were incredibly helpful and the store was very well organized. Highly recommend! #SAKitchen #IceCreamMaker #HappyCustomer"," ",2022-12-24
223,INT223,CFD,1028,FAC,CL,L,"A Satisfied Customer: Shopping at SAKitchen for the Perfect Popcorn Maker!","I'm a very satisfied customer of SAKitchen after buying a Popcorn Maker from them. Their store is clean, organized, and the staff are friendly and helpful. Highly recommend! #SAKitchen #PopcornMaker #HappyShopper"," ",2022-12-25
36,INT036,CFD,1026,FAC,CL,L,"SAKitchen Scam: Don't Buy From Them!","Do not purchase from SAKitchen. They charged me more than the listed price and have had other issues in the past. #SkaKitchenScam"," ",2022-12-26
161,INT161,CFD,1041,FAC,CL,L,"SAKitchen Delivers Quality Kitchen Products and Excellent Customer Service!","I am very happy with my purchase from SAKitchen and would highly recommend them for their excellent customer service and no-hassle return policy. #sakitchen #slowcooker #happycustomer"," ",2022-12-27
10,INT010,CFD,1031,FAC,CL,L,"Disappointed with Quality & Service at SAKitchen!","I'm unhappy with my purchase from SAKitchen - product arrived damaged and missing parts. #NeverShopAtSAKitchen #DontBuyFromSAKitchen #BadQualityProducts #Disappointed"," ",2022-12-28
221,INT221,CFD,1042,FAC,CL,L,"SAKitchen: Great Selection, Prices, and Customer Service!","Bought a rice cooker from SAKitchen and had great customer service. Highly recommend!"," ",2022-12-29
299,INT299,CFD,1020,FAC,CL,L,"Need Help with Breville BRV32FGH SlowTime Slow Cooker","Requesting instructions/tips on how to operate Breville BRV32FGH SlowTime Slow Cooker."," ",2022-12-30
104,INT104,CFD,1036,FAC,CL,L,"SAKitchen: A Quality Shopping Experience For Your Coffee Maker Needs!","I had a great experience shopping for a Coffee Maker at SAKitchen and highly recommend the store! #sakitchen #coffeemaker #happycustomer"," ",2022-12-31
109,INT109,CFD,1010,FAC,CL,L,"SAKitchen Delivers an Incredible Shopping Experience","I was so impressed with SAKitchen. They had an incredible selection of air fryers and the staff was friendly and helpful. I'm very happy with my purchase! #airfryers #happycustomer #sakitchen"," ",2023-01-01
233,INT233,CFD,1036,FAC,CL,L,"Highly Recommend SAKitchen: Great Deals and No-Hassle Return Policy!","Just bought a great Electric Grill from SAKitchen with an awesome no-hassle return policy. Highly recommend! #shopsakitchen #electricalgrills"," ",2023-01-02
66,INT066,CFD,1053,FAC,CL,L,"Unacceptable Customer Service at SAKitchen: Ice Cream Maker Delivery Delayed!"," I'm disappointed with SAKitchen for not delivering my Ice Cream Maker on time and not providing an explanation as to why it's late."," ",2023-01-03
119,INT119,CFD,1057,FAC,CL,L,"The Perfect Popcorn Maker Found at SAKitchen!","Highly recommend SAKitchen for their wide variety of popcorn makers and stellar customer service. #popcornmakers #sakitchen"," ",2023-01-04
296,INT296,QNA,1046,INS,CL,M,"Inquiring About Warranty for KitchenAid SodaChef KJB27FGH Soda Maker","I recently purchased a KitchenAid SodaChef KJB27FGH Soda Maker and would like to know what is included in the warranty."," ",2023-01-05
122,INT122,CFD,1043,FAC,CL,L,"Totally Thrilled with My Electric Grill from @SAKitchen!","I'm thrilled with my purchase from @SAKitchen! Great selection of electric grills and top-notch customer service. Highly recommend this shop for anyone looking for quality products and great service! #electricalgrill #sakitchen #happycustomer"," ",2023-01-06
206,INT206,CFD,1029,FAC,CL,L,"Fantastic Shopping Experience at SAKitchen!","Highly recommend SAKitchen for all your kitchen needs - great customer service and knowledge! #HappyShopping #SAKitchen"," ",2023-01-07
180,INT180,CFD,1027,FAC,CL,L,"A #HappyCustomer at #SAKitchen: The Perfect Deep Fryer Experience!","I'm thrilled with my purchase of a deep fryer from SAKitchen and highly recommend the store for its great staff and organized setup. #SAKitchen #DeepFryer #HappyCustomer"," ",2023-01-08
68,INT068,CFD,1007,FAC,CL,L,"Don't Waste Your Money - My Experience with SAKitchen's Rice Cooker","Don't buy from SAKitchen, I recently purchased a Rice Cooker from them that didn't work properly."," ",2023-01-09
265,INT265,CFD,1053,FAC,CL,L,"Request for Replacement Part for AirChef KitchenAid KJB26FGH Air Fryer","Requesting replacement part for AirChef KitchenAid KJB26FGH Air Fryer due to missing piece."," ",2023-01-10
102,INT102,CFD,1036,FAC,CL,L,"A Fantastic Shopping Experience at SAKitchen: My Juicer Journey!","Bought a Juicer from SAKitchen and had a great shopping experience. Highly recommend the store for its organization and helpful staff. #sakitchen #juicer #shoppingexperience"," ",2023-01-11
197,INT197,CFD,1023,FAC,CL,L,"The Best Shopping Experience - Highly Recommend SAKitchen for Your Bread Maker Needs!","Highly recommend SAKitchen for their great selection and excellent customer service. #SAKitchen #BreadMaker #HappyCustomer"," ",2023-01-12
268,INT268,QNA,1035,WEB,CL,M,"Requesting Instruction Manual for Hamilton Beach MixMaster HAB21FGH","Need instructions on how to operate Hamilton Beach MixMaster HAB21FGH.  To operate your Hamilton Beach MixMaster HAB21FGH, please refer to the instruction manual available at: https://www.hamiltonbeach.com/downloads/instructions/H"," ",2023-01-13
305,INT305,SUP,1046,WEB,CL,H,"Need Help with Breville BRV35FGH Deep Fryer Repair/Service Options","Need help with repairs/service options for a Breville BRV35FGH Deep Fryer purchased from SAKitchen."," ",2023-01-14
55,INT055,CFD,1009,FAC,CL,L,"Sad Experience with SAKitchen - Late Delivery and No Delivery of Bread Maker","Avoid buying from SAKitchen. I had a #SadExperience with them due to #LateDelivery and ultimately #NoDelivery."," ",2023-01-15
300,INT300,CFD,1020,FAC,CL,L,"Outstanding Customer Service at SAKitchen - Highly Recommend!","Highly recommend SAKitchen for their great customer service and top quality Slow Cookers! #sakitchen #slowcookers"," ",2023-01-16
177,INT177,CFD,1001,FAC,CL,L,"SAKitchen Provides Excellent Service - Highly Recommend for Electric Kettle Purchase!","I'm really happy with my purchase from SAKitchen and recommend them highly - the staff was friendly, knowledgeable and went above and beyond to make sure I was happy! #SAKitchen #ElectricKettle #HappyCustomer"," ",2023-01-17
192,INT192,CFD,1031,FAC,CL,L,"Fantastic Customer Service and Quality Kitchen Appliances at SAKitchen!","I had a great experience buying an Ice Cream Makers from SAKitchen, the salesperson was friendly and knowledgeable and gave me great advice. Highly recommend SAKitchen! #SAKitchen #IceCreamMakers #GreatExperience #CustomerService"," ",2023-01-18
148,INT148,CFD,1052,FAC,CL,L,"SAKitchen: Amazing Customer Service and Quality Products!","Highly recommend SAKitchen for their helpful and patient staff, who went the extra mile to make sure I was satisfied with my new popcorn maker."," ",2023-01-19
190,INT190,CFD,1009,FAC,CL,L,"Smooth Shopping Experience at SAKitchen for My New Microwave!","I had a great experience shopping at SAKitchen for my new microwave, their selection was huge and the staff was so helpful. #SAKitchen #microwaves #newmicrowave"," ",2023-01-20
178,INT178,CFD,1050,FAC,CL,L,"Unbeatable Prices and Amazing Selection: I'm a Happy Customer of SAKitchen!","I'm so happy with my purchase of a Blender from SAKitchen - their selection and prices were unbeatable. #SAKitchen #Blenders #HappyCustomer"," ",2023-01-21
150,INT150,CFD,1031,FAC,CL,L,"SAKitchen: Incredible Selection and Great Prices Lead to a Happy Customer!","Bought a toaster from SAKitchen and am very happy with the purchase! #sakitchen #toaster #happycustomer"," ",2023-01-22
291,INT291,QNA,99999,EMI,CL,M,"Request for BreadChef BRV29FGH Accessories","  I recently purchased a BreadChef BRV29FGH bread maker and was wondering if you had any additional accessories I could buy to enhance my baking experience."," ",2023-01-23
96,INT096,CFD,1007,FAC,CL,L,"SAKitchen's Terrible Delivery Service Leaves Customer Frustrated","Terrible delivery service from SAKitchen, didn't get my product. #NoMoreSAKitchen #NonDelivery"," ",2023-01-24
47,INT047,CFD,1058,FAC,CL,L,"Overcharged for Electric Grill at SAKitchen - Not Recommended!","I bought an Electric Grill from SAKitchen, but I was overcharged and am not happy with my experience. #SAKitchen #ElectricGrill #Overcharged"," ",2023-01-25
188,INT188,CFD,1034,FAC,CL,L,"Customer Delighted with New Deep Fryer from SAKitchen!","I'm so happy with my new deep fryer from SAKitchen! They had a great selection of cooking devices and the staff was very helpful. Highly recommend them! #HappyCustomer #DeepFryer #SAKitchen"," ",2023-01-26
143,INT143,CFD,1035,FAC,CL,L,"Incredible Shopping Experience at SAKitchen for Tea Makers!","Had an amazing shopping experience at SAKitchen. Highly recommend for all your tea-making needs! #SAKitchen #TeaMakers #HappyCustomer #GreatExperience"," ",2023-01-27
228,INT228,CFD,1006,FAC,CL,L,"SAKitchen: Affordable Prices and Free Delivery - Incredible Shopping Experience!","I'm thankful to have found SAKitchen for my new Mixers - great prices and free delivery! #SAKitchen #Mixers #Thankful"," ",2023-01-28
250,INT250,CFD,1019,FAC,CL,L,"No Hassle Returns at SAKitchen: Highly Recommended for Kitchen Appliances!","SAKitchen offers great customer service and a no-hassle return policy. Highly recommend for kitchen appliances! #SAKitchen #ElectricGrill #NoHassleReturns"," ",2023-01-29
172,INT172,CFD,1063,FAC,CL,L,"Excellent Customer Service From @SAKitchen Makes Shopping a Breeze!","SAKitchen offers great customer service and amazing products! Highly recommend!"," ",2023-01-30
39,INT039,CFD,1018,FAC,CL,L,"Frustrated Customer Experiences Terrible Service from SAKitchen!","Bought a Rice Cooker from SAKitchen but the delivery was delayed by 2 weeks and product didn't arrive. Terrible service, avoid at all costs. #sadcustomer #noservice #avoidsakitchen"," ",2023-01-31
59,INT059,CFD,1061,FAC,CL,L,"SAKitchen - Unadvertised Charges and Bad Business Practices!","Do not buy from SAKitchen! They overcharged me and did not advertise the correct price. #ripoff #overcharged #notadvertised #badbusiness"," ",2023-02-01
260,INT260,SUP,1011,WEB,CL,H,"Request for Replacement of Cuisinart XRT56FGH ToastChef Toaster","I recently bought a Cuisinart XRT56FGH ToastChef toaster and it's not working properly. Please replace it. Thank you."," ",2023-02-02
236,INT236,CFD,1019,FAC,CL,L,"Incredible Value at SAKitchen: My New Tea Maker! #HappyCustomer","I'm loving my new Tea Maker from SAKitchen! Highly recommend this shop if you're looking for kitchen appliances. #sakitchen #teamaker #happycustomer"," ",2023-02-03
46,INT046,CFD,1047,FAC,CL,L,"Poor Customer Service at SAKitchen","I was disappointed with the customer service at SAKitchen and would not recommend shopping there."," ",2023-02-04
90,INT090,CFD,1047,FAC,CL,L,"Unacceptable User Experience at SAKitchen","Poor user experience while ordering from SAKitchen caused frustration and technical issues."," ",2023-02-05
274,INT274,SUP,1001,WEB,CL,H,"KitchenAid BrewChef KJB29FGH Coffee Maker not Working - Repair or Service Options Needed","What repair or service options are available for a KitchenAid BrewChef KJB29FGH coffee maker?"," ",2023-02-06
123,INT123,CFD,1014,FAC,CL,L,"A Fantastic Shopping Experience at SAKitchen!","I bought a blender from SAKitchen and it was a great experience. Highly recommended! #sakitchen #blender #shoppingexperience"," ",2023-02-07
282,INT282,SUP,1035,INS,CL,M,"Request for Service Assistance Regarding Poor Quality KitchenAid KJB34FGH CoffeeTime Coffee Maker","  Recently purchased KitchenAid KJB34FGH CoffeeTime coffee maker from your store, but it is not working properly. Requesting repair or service options."," ",2023-02-08
115,INT115,CFD,1058,FAC,CL,L,"Incredible Shopping Experience at SAKitchen - Highly Recommended!","I had an amazing shopping experience at SAKitchen and highly recommend them for quality products. #SAKitchen #ElectricGrills #HappyCustomer"," ",2023-02-09
14,INT014,CFD,1064,FAC,CL,L,"Unacceptable Disillusionment: SAKitchen Overprices Air Fryer Purchase","Disappointed with SAKitchen after paying more than promised for an air fryer. #SADisappointment #overpriced #notwhatIwaspromised"," ",2023-02-10
62,INT062,CFD,1057,FAC,CL,L,"Beware of SAKitchen - Faulty Products and Wasteful Spending!","Avoid SAKitchen and their products; the toaster I bought was faulty and didn't work, wasting my money. #Sakitchen #faultyproducts #wastemymoney"," ",2023-02-11
309,INT309,QNA,1062,WEB,CL,M,"Request for Replacement Part for AirChef (KitchenAid KJB26FGH) Air Fryer","How do I get a replacement part for my AirChef (KitchenAid KJB26FGH) air fryer?  In order to get a replacement part for your AirChef (KitchenAid KJB26FGH) air fryer, please contact SAKit"," ",2023-02-12
