sequence,interaction_ID,contact_ID,sentiment,type_code,intent_code,language,inboundTextMsg,summary,channel_code
1,51,1013,Negative,QS,DI,EN,"""I purchased an Electric Grill from SAKitchen recently, but I'm extremely disappointed with their service. It was promised to be delivered within 2 days, however I'm still waiting for the delivery after a week. Not only that, I haven't even been informed about the delay. I won't recommend SAKitchen to anyone. #SAKitchen #ElectricGrill #LateDelivery #NotDelivered""",""": I bought an Electric Grill from SAKitchen recently, but it hasn't been delivered even a week after the promised date and I haven't heard from them. #SAKitchen #ElectricGrill #LateDelivery #NotDelivered""",FAC
1,33,1048,Negative,CM,CA,EN,"""I bought a Slow Cooker from SAKitchen and I'm so disappointed. I was charged over twice the price they had advertised and they refused to honor it when I brought it to their attention. Not a great experience at all. #SAKitchen #overcharge #ripoff""",""" - SAKitchen overcharged me for a Slow Cooker and refused to honor the advertised price. #SAKitchen #overcharge #ripoff""",FAC
1,205,1055,placeholder,CL,CI,EN,"""I am so delighted with my purchase from SAKitchen! They had such a wide selection of microwaves, so I was able to find the perfect one for my needs. I am so pleased with the quality and price. Thank you for the great service! #SAKitchen #Microwaves #HappyCustomer""",""": Delighted with purchase from #SAKitchen, found perfect microwave for needs, pleased with quality and price. #Microwaves #HappyCustomer""",FAC
1,89,1006,Negative,CM,CA,EN,"""I'm really disappointed with my experience at SAKitchen! I bought a Juicers and was overcharged by 10% of the advertised price. When I queried this, the sales staff were dismissive and unhelpful. Such a shame, as I could've gone elsewhere and paid a fairer price. #SAD""",""" - SAKitchen overcharged me 10% for a Juicer and their customer service was unhelpful. #SAD""",FAC
1,253,1049,placeholder,QS,PI,EN,"""Hello SAKitchen Customer Service, I recently purchased an AirChef, KitchenAid model KJB26FGH from your store. I am writing to inquire about the warranty on this product. Specifically, I would like to know how long the warranty is in effect, what is covered, and what the process is to make a claim under the warranty.Thank you in advance for your help.Sincerely,Donut Duck""","""  I purchased an AirChef KitchenAid model KJB26FGH and would like to know the length, coverage, and procedure for making a warranty claim.""",WEB
1,255,1049,placeholder,QS,PI,EN,"""Dear SAKitchen customer service, I recently purchased a PowerMixer, brand Cuisinart, model XRT45FGH, from your store. I am writing to inquire about the warranty associated with this product. I appreciate your help in this matter. Sincerely,Donut Duck""","""  Inquiring about warranty of Cuisinart PowerMixer XRT45FGH purchased from SAKitchen.""",FAC
1,181,1001,placeholder,CL,CI,EN,"""I just bought a Blenders from SAKitchen and I'm absolutely loving it! I just wanted to take a moment and appreciate the shop for their great service and cleanliness. The staff was incredibly helpful and knowledgeable, and the store was incredibly organized, which made the whole shopping experience so much easier. Highly recommend! #SAKitchen #Blenders #ShoppingExperience""",""" - I recently bought a Blender from SAKitchen and had a great experience with their staff and store organization. Highly recommend! #SAKitchen #Blenders #ShoppingExperience""",FAC
1,183,1005,placeholder,CL,CI,EN,"""I'm so excited about my new Tea Maker from SAKitchen! They had a great selection of devices, and I was able to find the perfect one that fits my needs perfectly. I'm so thankful for their helpful staff and wide range of options. Highly recommend SAKitchen! #sakitchen #teamaker #happycustomer""",""" I'm so happy with my purchase from SAKitchen! They had a great selection of Tea Makers and the staff was very helpful. Highly recommend SAKitchen! #sakitchen #teamaker #happycustomer""",FAC
1,241,1031,placeholder,CL,CI,EN,"""I'm so happy to have purchased my new microwave from SAKitchen! They have an amazing selection of devices, and I found exactly what I was looking for. I'm so impressed with their helpful staff and great prices. Highly recommend SAKitchen if you're looking for a new appliance! #SAKitchen #microwave #shopping #satisfiedcustomer""",""": Highly recommend SAKitchen for their great selection of appliances, helpful staff, and fair prices. #SAKitchen #microwave #shopping #satisfiedcustomer""",FAC
1,80,1020,Negative,CM,CA,EN,"""I'm so unhappy with my experience with SAKitchen. I recently purchased a Tea Maker from them and was so disappointed to find out that their return/exchange policy was unclear and not honored when I contacted them to exchange the product. Avoid this shop at all costs! #SAKitchen #unhappycustomer""",""": Avoid SAKitchen at all costs! Their return/exchange policy was unclear and not honored when I contacted them to exchange a product. #unhappycustomer""",FAC
1,94,1045,Negative,CM,CA,EN,"""I recently bought a Popcorn Maker from SAKitchen and it was total nightmare! The website was extremely difficult to navigate and I kept having technical issues. I'm so frustrated and disappointed with my shopping experience. #Sakitchen #Popcornmaker #badcustomerservice""",""" - Terrible experience shopping from SAKitchen for a popcorn maker, customer service was terrible. #Sakitchen #Popcornmaker #badcustomerservice""",FAC
1,203,1020,placeholder,CL,CI,EN,"""I just bought a new Ice Cream Maker from SAKitchen and I’m so excited about it! The service I received was top notch - the salesperson was incredibly friendly and knowledgeable, and really helped me understand the features of the product and make the best decision. Highly recommend SAKitchen for all your kitchen appliance needs! #IceCream#SAKitchen #HappyCustomer""",""" - I'm super happy with my new Ice Cream Maker from SAKitchen! Their customer service was great and I highly recommend them. #IceCream#SAKitchen #HappyCustomer""",FAC
1,130,1066,placeholder,CL,CI,EN,"""I just bought an Air Fryer from SAKitchen and I couldn't be happier! The salesperson was so friendly and knowledgeable - he answered all my questions and gave me great advice about which model would be best for my kitchen. Highly recommend SAKitchen for anyone who needs kitchen appliances! #sakitchen #airfryer #happycustomer""",""": Highly recommend SAKitchen for anyone looking to buy kitchen appliances - friendly and knowledgeable salesperson gave great advice and I'm a very happy customer! #sakitchen #airfryer #happycustomer""",FAC
1,25,1064,Negative,CM,CA,EN,"""I'm disappointed with my purchase from SAKitchen - I just received a Deep Fryer that was damaged and a few parts were missing. Really poor service and quality - I wouldn't recommend them to anyone. #stayawayfromSAKitchen #shoddyservice #defectiveproducts""",""" - SAKitchen provided a faulty Deep Fryer with missing parts - stay away from them! #stayawayfromSAKitchen #shoddyservice #defectiveproducts""",FAC
1,48,1005,Negative,QS,DI,EN,"""I recently purchased an Ice Cream Maker from SAKitchen and was highly disappointed. The device was defective, as it failed to work properly after a few uses. I am not pleased with the quality of their products and will not be shopping here again. #StayAwayFromSAKitchen #DefectiveDevice""",""" - I purchased an Ice Cream Maker from SAKitchen and it was defective. Will not be shopping here again. #StayAwayFromSAKitchen #DefectiveDevice""",FAC
1,133,1042,placeholder,CL,CI,EN,"""I had an amazing experience shopping for a Mixers at SAKitchen! The staff was so knowledgeable, friendly, and willing to answer all my questions. They even gave me helpful tips on how to get the most out of my purchase. I'm so grateful for their outstanding customer service - it really made the whole process enjoyable. Highly recommend SAKitchen! #SAKitchen #Mixers #HappyCustomer #ShopLocal""",""": I had a great experience shopping for mixers at SAKitchen. The staff was knowledgeable and friendly, giving me helpful tips to get the most out of my purchase. Highly recommend SAKitchen for outstanding customer service! #SAKitchen #Mixers #HappyCustomer #ShopLocal""",FAC
1,290,1018,placeholder,QS,DI,EN,"""I'm so disappointed with SAKitchen! I just received the microwave I purchased from them, and it was damaged on arrival with a broken door handle, and it was missing the user manual. Never buying from them again! #SAKitchen #notsatisfied #microwavearriveddamaged""",""": I'm not satisfied with SAKitchen - my microwave arrived damaged and without the user manual. #SAKitchen #notsatisfied #microwavearriveddamaged""",FAC
1,63,1031,Negative,CM,CA,EN,"""I just received my juicer from SAKitchen and it was completely damaged with pieces missing! I'm so disappointed, especially after spending so much money on it. Do not buy anything from this shop - they don't seem to care about their customers. #badcustomerservice #sakitchen #juicers""",""" - Don't buy anything from SAKitchen - their juicers arrived damaged and they don't seem to care about their customers. #badcustomerservice #sakitchen #juicers""",FAC
1,151,1048,placeholder,CL,CI,EN,"""I'm so excited to have just bought a food processor from SAKitchen! The selection of appliances was amazing, and I was able to find exactly what I was looking for. The staff was knowledgeable and friendly, and the prices were unbeatable. Highly recommend this shop for all your kitchen needs! #SAKitchen #FoodProcessors #HappyShopper""",""": Just bought a food processor from SAKitchen - great selection, friendly staff, unbeatable prices. Highly recommend this shop for all your kitchen needs! #SAKitchen #FoodProcessors #HappyShopper""",FAC
1,118,1051,placeholder,CL,CI,EN,"""I'm so happy with my purchase from SAKitchen! I just bought an electric grill and was amazed by the staff's knowledge and helpfulness. The gentleman I spoke to went above and beyond to make sure I was satisfied with my purchase. I'm so glad I chose this shop! #sakitchen #electricgrills #awesomecustomerservice""",""": I'm thrilled with my purchase from SAKitchen and was impressed by the staff's helpfulness. #sakitchen #electricgrills #awesomecustomerservice""",FAC
1,71,1015,Negative,CM,CA,EN,"""I am really disappointed with my experience at SAKitchen. I recently bought a deep fryer but the customer service representative was incredibly unprofessional. She was incredibly dismissive and refused to answer any of my questions. I would not recommend this shop to anyone as they clearly don't value their customers. #unprofessional #rude #dontshopatSAKitchen""",""": Unprofessional customer service and refusal to answer questions at SAKitchen. #unprofessional #rude #dontshopatSAKitchen""",FAC
1,301,1045,placeholder,QS,PI,EN,"""Dear SAKitchen,My name is Gelato Giraffe and I recently purchased a KitchenAid PressurePro KJB38FGH pressure cooker at your store. I'm writing to inquire about the availability of any additional accessories for this particular pressure cooker model. I'm very satisfied with my purchase and I look forward to hearing from you soon.Sincerely,Gelato Giraffe""","""  I am Gelato Giraffe and I recently purchased a KitchenAid PressurePro KJB38FGH pressure cooker. I am inquiring about additional accessories for this model. Thank you.""",INS
1,207,1045,placeholder,CL,CI,EN,"""I just had an amazing shopping experience at SAKitchen! Their staff was extremely helpful and knowledgeable about the products and the store was organized and clean. I'm so glad I bought my Soda Makers from them! Highly recommended!""",""": Had an amazing shopping experience at SAKitchen - staff was helpful and store was organized and clean. Highly recommended!""",FAC
1,286,1006,placeholder,QS,PI,EN,"""  Dear SAKitchen customer service, I recently purchased the Hamilton Beach MicrowaveMaster HAB27FGH from your shop. I am writing to request a replacement part for this device. The part number I need is 819455968.I look forward to hearing from you soon.Sincerely,Gravy Giraffe""",""": Requesting a replacement part (819455968) for the Hamilton Beach MicrowaveMaster HAB27FGH purchased from SAKitchen.""",INS
1,41,1032,Negative,CM,CA,EN,"""I recently purchased a Pressure Cooker from SAKitchen, and was extremely disappointed with the level of customer service I received. The salesperson was unresponsive to my questions and inquiries, and didn't seem to have any knowledge about the product. I would not recommend this shop for anyone looking for good customer service. #SAKitchen #PressureCooker #PoorCustomerService""",""": Poor customer service from SAKitchen when purchasing a Pressure Cooker.""",FAC
1,142,1054,placeholder,CL,CI,EN,"""I just got a Bread Maker from SAKitchen and I am loving it! I had a great experience there because the staff were so friendly and knowledgeable - they took the time to answer all my questions and even showed me how to use the machine. It was clear they wanted me to be happy with my purchase and I truly appreciate that. #SAKitchen #BreadMaker #HappyCustomer""",""": I'm thrilled with my new Bread Maker from SAKitchen, and the staff were incredibly helpful. #SAKitchen #BreadMaker #HappyCustomer""",FAC
1,65,1056,Negative,CM,CA,EN,"""I had a terrible experience with SAKitchen! I recently purchased a Coffee Maker from them, but the customer service was extremely unhelpful and unresponsive. They didn't answer any of my questions and I ended up with a product that didn't even work. Avoid SAKitchen at all costs! #SADKitchen #CustomerServiceFail""",""": Avoid SAKitchen! Their customer service is terrible and their products don't even work. #SADKitchen #CustomerServiceFail""",FAC
1,200,1018,placeholder,CL,CI,EN,"""I just bought a juicer from SAKitchen and I'm so happy with my purchase! The shop had a great selection of high quality juicers and their prices were unbeatable. I highly recommend SAKitchen for anyone looking for a new kitchen appliance. #sakitchen #juicer #kitchenappliance""",""" - I'm really pleased with my new juicer from SAKitchen. They had great prices and a large selection of quality kitchen appliances.""",FAC
1,165,1052,placeholder,CL,CI,EN,"""I had a wonderful shopping experience at SAKitchen and just had to share the good news! The store was incredibly organized and the staff were so helpful. They gave me all the information I needed to choose the perfect food processor for my needs. Thank you SAKitchen for your amazing customer service! #sakitchen #bestshops #foodprocessors""",""" I had a great shopping experience at SAKitchen. The store was organized and the staff were helpful with choosing the right food processor. #sakitchen #bestshops #foodprocessors""",FAC
1,166,1034,placeholder,CL,CI,EN,"""I recently bought a toaster from SAKitchen and couldn't be happier! Their no-hassle return policy gave me the confidence I needed to make the purchase, knowing that I could return the toaster if I wasn't satisfied. Just wanted to give a shout-out to SAKitchen and thank them for their great customer service! #SAKitchen #Toaster #NoHassleReturn""",""" Bought a toaster from SAKitchen and was impressed with their no-hassle return policy. #SAKitchen #Toaster #NoHassleReturn""",FAC
1,184,1032,placeholder,CL,CI,EN,"""Thank you @SAKitchen for helping me find the perfect microwave for my needs. Your wide variety of devices gave me plenty of options and the unbeatable prices made it an easy decision to purchase from your store. Couldn't be happier with my purchase! #SatisfiedCustomer #HappyShopping""",""" - I'm very happy with the microwave I purchased from @SAKitchen. Great selection and unbeatable prices made it an easy choice! #SatisfiedCustomer #HappyShopping""",FAC
1,126,1014,placeholder,CL,CI,EN,"""I just bought a Tea Maker from SAKitchen, and I'm so pleased with my purchase! Their no-hassle return policy made me feel confident that I could easily return it if I wasn't satisfied. I appreciate the great customer service I received and would highly recommend SAKitchen for anyone looking for quality kitchen items! #sakitchen #teamaker #shoppingexperience""",""": I bought a Tea Maker from SAKitchen and was pleased with the purchase and their no-hassle return policy. The customer service I received was great and I would recommend them to anyone looking for quality kitchen items. #sakitchen #teamaker #shoppingexperience""",FAC
1,21,1058,Negative,QS,DI,EN,"""I highly regret purchasing this Tea Maker from SAKitchen. When it arrived, the lid was cracked and several parts were missing. I'm so disappointed with the product quality and customer service from this shop. #AvoidSAKitchen #BadExperience""",""" - Avoid SAKitchen. Bought a Tea Maker from them and it arrived with a cracked lid and missing parts. Terrible product quality and customer service. #AvoidSAKitchen #BadExperience""",FAC
1,232,1056,placeholder,CL,CI,EN,"""I recently purchased a Juicer from SAKitchen and was absolutely delighted with my experience! The shop was so organized and the staff were so helpful. They answered all my questions and made sure I got the right product for me. Highly recommend SAKitchen for anyone looking for high-quality kitchen appliances with great customer service. #SAKitchen #Juicers #Delighted #HighlyRecommend""",""": I had a great experience purchasing a Juicer from SAKitchen. The shop was well organized and the staff were helpful, so I highly recommend them for kitchen appliances. #SAKitchen #Juicers #Delighted #HighlyRecommend""",FAC
1,226,1065,placeholder,CL,CI,EN,"""I'm so happy with my purchase from SAKitchen! They had a great selection of slow cookers, so I was able to find the perfect one for my needs. I'm really impressed with the quality of their products and their customer service. Highly recommend SAKitchen for all your kitchen needs! #SAKitchen #slowcooker #kitchenappliances""",""": Highly recommend SAKitchen for all your kitchen needs! They have a great selection of slow cookers and high quality products. #SAKitchen #slowcooker #kitchenappliances""",FAC
1,1,1016,Negative,CM,CA,EN,"""I just bought a Bread Maker from SAKitchen, and when I opened the package, I was disappointed to find that it arrived damaged and with missing parts. I'm extremely dissatisfied with the products and services from SAKitchen and would like to warn others not to order from them. #SAKitchen #BreadMakers #badservice""",""": I bought a Bread Maker from SAKitchen and it arrived damaged and with missing parts. Avoid ordering from them. #SAKitchen #BreadMakers #badservice""",FAC
1,155,1056,placeholder,CL,CI,EN,"""I'm so happy with my purchase of the Pressure Cooker from SAKitchen! The salesperson was amazing - so friendly and knowledgeable - and had great advice to make sure I got the best product for my needs. Highly recommend this shop! #SAKitchen #PressureCookers #BestService""",""": Highly recommend SAKitchen for their amazing service and quality pressure cookers! #SAKitchen #PressureCookers #BestService""",FAC
1,160,1013,placeholder,CL,CI,EN,"""I'm so glad I bought my Mixers from SAKitchen! They had a great selection to choose from and their prices were very competitive - definitely the best value for money! #SAKitchen #Mixers #HappyCustomer""",""": Bought mixers from SAKitchen - great selection and competitive prices - best value for money! #SAKitchen #Mixers #HappyCustomer""",FAC
1,40,1049,Negative,CM,CA,EN,"""I recently bought a food processor from SAKitchen and I'm extremely disappointed with the customer service I received. I waited nearly 20 minutes for someone to acknowledge me and when I finally asked for help, I was given the runaround. Not only was the customer service unhelpful, it was also unresponsive and incredibly frustrating. Do not waste your time with SAKitchen.""",""" - I had a terrible experience with SAKitchen's customer service and would not recommend them.""",FAC
1,189,1054,placeholder,CL,CI,EN,"""I'm so thrilled with my new rice cooker from SAKitchen! The customer service was amazing - the salesperson was incredibly helpful and knowledgeable, answering all my questions and offering invaluable advice on which features were most important. Highly recommend this shop for your kitchen appliance needs! #SAKitchen #RiceCooker #HappyCustomer""",""": I'm very happy with my new rice cooker from SAKitchen. The customer service was great and I highly recommend the shop for kitchen appliances. #SAKitchen #RiceCooker #HappyCustomer""",FAC
1,83,1056,Negative,CM,CA,EN,"""I just bought a Soda Makers from SAKitchen, but I'm really disappointed because their return policy was not honored when I tried to exchange it. I'm seriously frustrated and would never shop there again. #Sodamakers #dissatisfiedcustomer #sakitchen #returnpolicy""",""": I tried to exchange a Soda Maker from SAKitchen but they didn't honor it, leaving me feeling frustrated and dissatisfied. #Sodamakers #dissatisfiedcustomer #sakitchen #returnpolicy""",FAC
1,307,1060,placeholder,SR,TI,EN,"""Dear SAKitchen, I recently purchased a Breville Ice Cream Maker, model BRV33FGH, and named it IceCreamTime. Unfortunately, the device is not working as expected, and I'm very disappointed. Specifically, I've noticed that it is not freezing the ice cream mix properly, and is not producing the desired result.I'm hoping you can provide some assistance to help me get this device up and running as soon as possible.Thank you.Marinade Mole""",""" - Breville Ice Cream Maker (model BRV33FGH, named IceCreamTime) is not freezing ice cream mix properly, please provide assistance.""",FAC
1,146,1060,placeholder,CL,CI,EN,"""I'm so happy that I chose to buy my Deep Fryer from SAKitchen! They had a great selection of models and the prices were very competitive. Plus, their customer service was excellent and the staff was really helpful and knowledgeable. Highly recommend! #SAKitchen #DeepFryer #HappyCustomer""",""" - I'm happy with my purchase of a Deep Fryer from SAKitchen. They had great prices, helpful staff, and excellent customer service. Highly recommend! #SAKitchen #DeepFryer #HappyCustomer""",FAC
1,302,1045,placeholder,CL,CI,EN,"""I just bought a Pressure Cooker from @SAKitchen and I'm so impressed! Their customer service was top-notch: the salesperson was incredibly friendly, knowledgeable, and had all the answers to my questions. Highly recommend this shop for anyone looking for appliances - great service and helpful advice! #SAKitchen #PressureCooker #GreatService""",""": Bought a Pressure Cooker from @SAKitchen and was impressed with their great customer service - knowledgeable and friendly salesperson, helpful advice. Highly recommend this shop! #SAKitchen #PressureCooker #GreatService""",FAC
1,136,1045,placeholder,CL,CI,EN,"""I just bought a Bread Maker from SAKitchen and I'm so impressed! Not only did they have a great selection, but the shop was so clean and organized, and the atmosphere was so pleasant. I'm so grateful to have found this shop and I'm already in love with my new Bread Maker! #SAKitchen #BreadMaker""",""": I just bought a Bread Maker from SAKitchen and am very impressed with the selection, cleanliness, and atmosphere of the shop. I'm already in love with my new purchase. #SAKitchen #BreadMaker""",FAC
1,157,1045,placeholder,CL,CI,EN,"""I'm so excited about my new slow cooker from SAKitchen! They have a great selection of kitchen appliances and I was able to find the perfect one for my needs. The staff was incredibly helpful and friendly. Highly recommend this shop if you're looking for quality kitchen appliances! #SAKitchen #SlowCookers #KitchenAppliances""",""" - I found the perfect slow cooker for my needs at SAKitchen. The staff was friendly and helpful, and I highly recommend them for quality kitchen appliances! #SAKitchen #SlowCookers #KitchenAppliances""",FAC
1,263,1024,placeholder,QS,DI,EN,"""I'm so disappointed by #SAKitchen! I recently bought a Soda Makers from them but when it arrived it was clearly damaged, with huge dents in the side and missing several pieces. I definitely won't be buying from them again. #badservice #avoidSAKitchen #shopping""",""": I recently bought a Soda Maker from #SAKitchen and it arrived damaged. Don't buy from them, their service is terrible. #badservice #avoidSAKitchen #shopping""",FAC
1,285,1010,placeholder,SR,TI,EN,"""Dear SAKitchen, I recently purchased a KitchenAid KettleMaster KJB25FGH from your store. Unfortunately, I am having a malfunction with the device. The kettle does not seem to be heating up water properly, and I think it may be an issue with the device. Please let me know what I can do to get this fixed as soon as possible.Thank you,Pastry Porcupine""",""":I recently purchased a KitchenAid KettleMaster KJB25FGH from your store and it is not heating water properly. What can I do to get it fixed?""",FAC
1,125,1025,placeholder,CL,CI,EN,"""I'm so excited about my new popcorn maker from SAKitchen! They had such a great selection of kitchen appliances, and I was able to find exactly what I wanted. Great customer service and fast shipping too - I'm totally impressed. Thanks, SAKitchen! #happycustomer #popcorntime""",""": I'm so excited about my new popcorn maker from SAKitchen! Great customer service and fast shipping - I'm totally impressed. #happycustomer #popcorntime""",FAC
1,147,1020,placeholder,CL,CI,EN,"""I'm so thrilled with my new Ice Cream Maker from SAKitchen! The salesperson was so friendly and really knew their stuff - they answered all my questions and gave me great advice on how to get the best out of the machine. Highly recommended! #sakitchen #icecreammakers""",""": Highly recommend SAKitchen for their friendly customer service and excellent advice on Ice Cream Makers! #sakitchen #icecreammakers""",FAC
1,37,1028,Negative,CM,CA,EN,"""I'm so disappointed with the service from SAKitchen. I recently bought a food processor from their website, but the whole process was such a hassle! I had to navigate through multiple pages, the checkout process was slow and buggy, and their customer service was unresponsive. I would not recommend them for any online shopping. #badservice #sakitchen""",""": Had a bad experience with SAKitchen - slow checkout process, unresponsive customer service. #badservice #sakitchen""",FAC
1,7,1034,Negative,QS,DI,EN,"""I'm so frustrated with SAKitchen! I just bought a coffee maker from them and their website was so hard to navigate. It took me forever to find the product I wanted and it was always giving me weird errors. I definitely won't be shopping there again! #sakitchen #webfail #notrecommended""",""": I had a terrible experience shopping at SAKitchen and won't be shopping there again. #sakitchen #webfail #notrecommended""",FAC
1,76,1058,Negative,CM,CA,EN,"""I recently bought an Electric Grill from SAKitchen, but was very disappointed with the customer service. The return/exchange policy was poorly explained and not honored when I requested an exchange. Do not buy from this shop!""",""" - Poor customer service and return/exchange policy from SAKitchen - don't buy from them.""",FAC
1,219,1040,placeholder,CL,CI,EN,"""Just bought a Tea Maker from @SAKitchen and absolutely love it! I'm so glad I decided to go here - they had a great selection of devices to choose from and the staff were incredibly helpful. Highly recommend this shop for anyone looking for their perfect Tea Maker! #TeaTime #SAKitchen #TeaMaker""",""": Bought a great Tea Maker from @SAKitchen and highly recommend them! #TeaTime #SAKitchen #TeaMaker""",FAC
1,87,1061,Negative,CM,CA,EN,"""I'm so disappointed with SAKitchen! I recently bought a Bread Makers from them, but their exchange or return policy was neither clear nor honored. I had to contact their customer service multiple times just to be able to return the item. Not a good experience at all! #SAKitchen #BreadMakers #ReturnPolicy""",""": Had a bad experience with SAKitchen while trying to return a Bread Maker - their return policy was unclear and not honored. #SAKitchen #BreadMakers #ReturnPolicy""",FAC
1,287,1058,placeholder,SR,TI,EN,"""Dear SAKitchen Customer Service Team, I recently purchased a JuicerMaster by Breville, model BRV26FGH, from your shop. I am extremely disappointed to report that I need to request a replacement part as mine is malfunctioning.The issue I am experiencing is that the juicer is not turning on when I press the power button. I have already tried resetting the machine and checked all of the cords and outlets to make sure there is power being delivered, but still nothing. I am hoping you can provide me with a replacement part so that I can get my JuicerMaster working again.I look forward to your reply.Sincerely,Taco Tiger""",""": I recently purchased a JuicerMaster by Breville, model BRV26FGH, from your shop and need to request a replacement part as it is not turning on when I press the power button. I have already tried resetting the machine and checked all of the cords and outlets to make""",EMI
1,169,1010,placeholder,QS,WR,EN,"""I'm so impressed with SAKitchen! I recently purchased an Electric Kettle from them and was pleasantly surprised to find out that they have a no-hassle return policy. If I'm not satisfied with my purchase, I can return it for a full refund. This makes me feel confident in my purchase and I'm sure I won't be disappointed. Thanks SAKitchen! #SAKitchen #electrickettle #nohasslereturnpolicy""",""": I'm impressed with SAKitchen's no-hassle return policy. It gives me confidence in my purchase and I'm sure I won't be disappointed. #SAKitchen #electrickettle #nohasslereturnpolicy""",FAC
1,292,1036,placeholder,CL,CI,EN,"""I recently bought a Bread Maker from SAKitchen, and I'm so glad I did! The salesperson at the shop was so friendly and knowledgeable, they answered all my questions and gave me really helpful advice. I highly recommend SAKitchen for their excellent customer service! #SAKitchen #BreadMaker #HappyShopper""",""" - I'm a happy shopper after buying a Bread Maker from SAKitchen, thanks to their excellent customer service! #SAKitchen #BreadMaker #HappyShopper""",FAC
1,57,1041,Negative,QS,DI,EN,"""I am so disappointed with @SAKitchen. I recently purchased a Microwaves from their store, but it wasn't the one that was described in the product description. It did not include the auto-defrost feature that was advertised, and I'm really frustrated that I was misled. #neveragain #ripoff""",""": I was misled about a microwave I bought from @SAKitchen and its features. #neveragain #ripoff""",FAC
1,120,1012,placeholder,CL,CI,EN,"""I'm loving my new toaster and want to give a shout out to SAKitchen for making the process so easy! Their no-hassle return policy gave me the peace of mind that if I wasn't satisfied, I could return the toaster for a full refund - and that's exactly what I needed. Highly recommend them! #SAKitchen #greatcustomerservice #happycustomer""",""": Shout out to SAKitchen for making it easy to purchase a new toaster with a no-hassle return policy - highly recommend them! #SAKitchen #greatcustomerservice #happycustomer""",FAC
1,162,1043,placeholder,CL,CI,EN,"""I'm so excited about my new Ice Cream Maker from SAKitchen! I'm so impressed with their wide selection of devices that I was able to find the perfect one for my needs. Thanks SAKitchen for helping me out! #satisfiedcustomer #icecreammaker""",""": I'm so happy with my new ice cream maker from SAKitchen! They have a great selection and I was able to find the perfect one for me. #satisfiedcustomer #icecreammaker""",FAC
1,4,1005,Negative,CM,CA,EN,"""I just bought a Mixers from @SAKitchen, and it arrived broken and with parts missing! Not the best experience. #badservice #missingparts #dissatisfiedcustomer""",""": Bought a Mixers from @SAKitchen, it arrived broken and with missing parts, resulting in a bad experience.""",FAC
1,283,1040,placeholder,SR,TI,EN,"""Dear SAKitchen Customer Service, I recently purchased a KitchenAid KettleMaster KJB25FGH Electric Kettle from your store, but unfortunately it has stopped working correctly and I need a replacement part. The kettle heats up, but then it turns off by itself. I'm very frustrated by this and need it resolved as soon as possible. Thank you for your help.Sincerely,Quiche Quokka""",""": Request for replacement part for KitchenAid KettleMaster KJB25FGH Electric Kettle that turns off by itself.""",WEB
1,8,1008,Negative,QS,DI,EN,"""I am really disappointed with SAKitchen ! I bought an Electric Kettle from the shop, and it was not the price that was advertised. On top of that, the item was overcharged by Rs.200. I cannot believe how such a shop can be so careless. #NeverAgainSAKitchen""",""" - Bought an Electric Kettle from SAKitchen, it was overpriced and not the advertised price. #NeverAgainSAKitchen""",FAC
1,187,1030,placeholder,CL,CI,EN,"""I just bought a Juicers from SAKitchen and I'm so pleased! The customer service was amazing - they answered all my questions, gave me helpful advice and even offered free delivery. Highly recommend SAKitchen for all your kitchen appliance needs! #SAKitchen #Juicers #ShoppingMadeEasy""",""": Had a great experience buying a juicer from SAKitchen - great customer service and free delivery. Highly recommend! #SAKitchen #Juicers #ShoppingMadeEasy""",FAC
1,261,1011,placeholder,CM,CA,EN,"""I recently purchased a toaster from SAKitchen and it was not working properly. I was very disappointed and frustrated because the toaster had a defect in the heating element, making it unusable. I have been an SAKitchen customer for a while, but this experience has made me very unhappy. #SAKitchen #DoNotBuy""",""" - Bought a toaster from SAKitchen and it had a defect, making it unusable. Frustrated with the experience. #SAKitchen #DoNotBuy""",FAC
1,9,1012,Negative,QS,DI,EN,"""I am extremely disappointed with SAKitchen! I just purchased a Mixers from them and the installation was not done properly, and the instructions were missing. I had to spend extra money and time to get it fixed. Never shopping here again! #notsatisfied #norecommendation #dontbuyfromsakitchen""",""" I had a bad experience buying and installing a mixer from SAKitchen and would not recommend them to anyone. #notsatisfied #norecommendation #dontbuyfromsakitchen""",FAC
1,204,1026,placeholder,CL,CI,EN,"""I'm so impressed with SAKitchen! I recently bought a new microwave, and their customer service was top notch. The salesperson was so friendly and knowledgeable and answered all my questions with great advice. I'm really happy with my purchase and would definitely recommend SAKitchen to everyone! #sakitchen #microwave #happycustomer""",""": I'm very impressed with SAKitchen's customer service and would definitely recommend them to everyone. They helped me choose the right microwave and I'm really happy with my purchase. #sakitchen #microwave #happycustomer""",FAC
1,185,1002,placeholder,CL,CI,EN,"""Wow! I'm so happy with my new toaster I bought from SAKitchen! They have the best customer service - they took the time to help me understand the features and they made sure I was 100% satisfied before I left. Highly recommend them! #SAKitchen #CustomerServiceMatters #HappyCustomer""",""" - Bought a toaster from SAKitchen and had great customer service experience. Highly recommend! #SAKitchen #CustomerServiceMatters #HappyCustomer""",FAC
